transaction_id,transaction_date,account_id,transaction_type,transaction_amount,transaction_currency
1000491,10.01.2025,4253,withdrawal,"4385,87", AUD
1000492,01.01.2025,1376,transfer,"3588,98", CHF
1000493,01.01.2025,4288,withdrawal,"1722,31", TRY
1000494,22.01.2025,862,deposit,"1626,98", CZK
1000495,23.02.2025,3113,withdrawal,"6139,66", RON
1000496,01.03.2025,593,transfer,"8883,42", CZK
1000497,24.02.2025,4881,withdrawal,"9170,90", RON
1000498,24.02.2025,1773,withdrawal,"5400,31", RON
1000499,13.02.2025,2220,withdrawal,"4768,07", BGN
1000500,03.02.2025,3714,deposit,"3112,48", SEK
1000501,22.02.2025,4118,deposit,"9016,15", SEK
1000502,12.01.2025,1023,deposit,"9141,34", PLN
1000503,26.02.2025,644,transfer,"7538,27", CHF
1000504,05.03.2025,2280,transfer,"7647,08", HUF
1000505,02.01.2025,289,transfer,"4101,80", NOK
1000506,22.02.2025,3852,deposit,"7754,81", PLN
1000507,09.03.2025,2780,transfer,"5394,62", GBP
1000508,04.03.2025,4763,transfer,"6917,64", CZK
1000509,05.01.2025,784,deposit,"7585,94", HUF
1000510,07.03.2025,1553,transfer,"4513,20", JPY
1000511,16.02.2025,851,withdrawal,"1958,64", SEK
1000512,19.02.2025,1674,deposit,"4105,57", CZK
1000513,09.01.2025,3292,transfer,"7568,74", TRY
1000514,16.01.2025,2721,withdrawal,"344,88", RON
1000515,15.02.2025,3564,transfer,"1203,31", BGN
1000516,15.02.2025,1058,transfer,"8967,10", JPY
1000517,17.02.2025,2924,deposit,"1015,68", TRY
1000518,22.01.2025,336,deposit,"7072,35", SEK
1000519,28.02.2025,2768,deposit,"1638,87", CZK
1000520,16.01.2025,207,transfer,"6038,59", RON
1000521,13.02.2025,4069,withdrawal,"6754,94", DKK
1000522,31.01.2025,2574,deposit,"8969,91", TRY
1000523,03.01.2025,3539,deposit,"6845,03", ISK
1000524,26.01.2025,3346,deposit,"3918,60", SEK
1000525,02.03.2025,4616,deposit,"3754,41", PLN
1000526,31.01.2025,1614,deposit,"739,57", RON
1000527,12.02.2025,1234,deposit,"446,09", PLN
1000528,06.03.2025,3876,transfer,"9950,88", TRY
1000529,24.02.2025,4559,deposit,"129,41", AUD
1000530,05.03.2025,1294,withdrawal,"547,38", TRY
1000531,11.01.2025,4967,withdrawal,"5584,80", PLN
1000532,01.02.2025,981,withdrawal,"3840,44", BGN
1000533,14.01.2025,2283,deposit,"5488,72", HUF
1000534,21.02.2025,1572,transfer,"4613,24", GBP
1000535,21.01.2025,4641,deposit,"5188,48", CHF
1000536,07.02.2025,187,transfer,"2588,62", SEK
1000537,14.02.2025,1617,deposit,"8218,04", NOK
1000538,10.01.2025,1725,withdrawal,"8129,20", HUF
1000539,09.02.2025,3798,transfer,"2896,38", NOK
1000540,11.01.2025,3256,deposit,"5328,33", SEK
1000541,26.02.2025,640,transfer,"5579,61", CZK
1000542,28.01.2025,885,deposit,"9615,47", SEK
1000543,08.03.2025,1493,transfer,"9446,04", AUD
1000544,11.02.2025,4774,transfer,"4826,20", GBP
1000545,03.01.2025,1712,transfer,"7670,26", GBP
1000546,23.02.2025,3347,transfer,"1846,16", CHF
1000547,26.02.2025,424,deposit,"1772,41", JPY
1000548,09.02.2025,939,deposit,"6763,53", DKK
1000549,24.01.2025,4870,withdrawal,"4981,09", NOK
1000550,22.01.2025,4880,deposit,"4345,60", NOK
1000551,25.01.2025,3740,transfer,"1574,08", BGN
1000552,10.03.2025,955,transfer,"8040,69", CHF
1000553,09.03.2025,1645,withdrawal,"7619,78", JPY
1000554,10.01.2025,730,transfer,"145,97", NOK
1000555,07.02.2025,4378,withdrawal,"7386,98", AUD
1000556,15.02.2025,171,withdrawal,"1695,24", AUD
1000557,12.01.2025,3052,withdrawal,"2941,24", CHF
1000558,03.01.2025,4441,transfer,"4800,50", GBP
1000559,13.01.2025,2194,withdrawal,"9978,96", AUD
1000560,18.01.2025,4358,withdrawal,"8603,64", SEK
1000561,23.01.2025,2358,deposit,"2050,35", RON
1000562,07.03.2025,686,deposit,"9615,40", CZK
1000563,01.01.2025,908,transfer,"1705,57", JPY
1000564,03.03.2025,2027,deposit,"9594,02", NOK
1000565,09.03.2025,2235,transfer,"1182,76", NOK
1000566,03.03.2025,1370,deposit,"5054,79", BGN
1000567,26.02.2025,3568,deposit,"4731,37", CHF
1000568,01.02.2025,2281,transfer,"8993,02", RON
1000569,18.01.2025,3998,withdrawal,"2015,74", CHF
1000570,04.03.2025,4384,transfer,"6012,83", ISK
1000571,05.03.2025,1917,transfer,"3043,15", ISK
1000572,08.03.2025,2540,deposit,"3741,93", ISK
1000573,13.01.2025,3099,withdrawal,"8804,25", JPY
1000574,31.01.2025,3367,transfer,"6706,51", RON
1000575,18.02.2025,4319,withdrawal,"3653,59", DKK
1000576,06.03.2025,4766,deposit,"1871,15", PLN
1000577,28.02.2025,880,deposit,"5446,05", CHF
1000578,20.02.2025,1651,withdrawal,"4343,17", RON
1000579,17.01.2025,3781,deposit,"9516,29", JPY
1000580,09.01.2025,3328,transfer,"9043,05", GBP
1000581,25.01.2025,3753,withdrawal,"9119,60", JPY
1000582,12.01.2025,4323,deposit,"2226,45", TRY
1000583,22.02.2025,1184,withdrawal,"4852,27", TRY
1000584,06.03.2025,1027,withdrawal,"6182,82", AUD
1000585,06.02.2025,1952,deposit,"6117,82", BGN
1000586,10.03.2025,2701,deposit,"8465,18", DKK
1000587,07.02.2025,3269,deposit,"7562,91", NOK
1000588,26.01.2025,1124,deposit,"2187,98", PLN
1000589,06.03.2025,2968,withdrawal,"3813,49", NOK
1000590,05.02.2025,3959,withdrawal,"9439,48", GBP
1000591,28.01.2025,1716,deposit,"6302,61", DKK
1000592,01.03.2025,3166,transfer,"4324,11", JPY
1000593,27.01.2025,1960,transfer,"5232,28", PLN
1000594,23.02.2025,1962,transfer,"8391,14", JPY
1000595,06.02.2025,4003,deposit,"3589,65", HUF
1000596,25.01.2025,329,transfer,"181,37", TRY
1000597,14.02.2025,2056,transfer,"8029,97", DKK
1000598,25.01.2025,2876,transfer,"8485,14", NOK
1000599,22.02.2025,1808,withdrawal,"126,17", AUD
1000600,23.01.2025,1523,deposit,"5816,98", TRY
1000601,23.02.2025,3426,transfer,"8712,20", TRY
1000602,07.03.2025,172,transfer,"2499,51", DKK
1000603,21.01.2025,519,deposit,"6566,65", TRY
1000604,03.03.2025,799,deposit,"1099,62", BGN
1000605,03.03.2025,1973,withdrawal,"5195,63", GBP
1000606,24.01.2025,3266,deposit,"7943,91", CHF
1000607,23.01.2025,2923,transfer,"2791,45", AUD
1000608,26.02.2025,2819,transfer,"7186,82", GBP
1000609,05.03.2025,3660,withdrawal,"3267,78", TRY
1000610,28.01.2025,1011,deposit,"7742,06", DKK
1000611,03.02.2025,1403,withdrawal,"2043,24", JPY
1000612,20.02.2025,2689,deposit,"3856,10", PLN
1000613,06.03.2025,924,transfer,"7862,81", DKK
1000614,09.02.2025,1229,deposit,"1504,16", CHF
1000615,01.01.2025,297,withdrawal,"6101,71", GBP
1000616,02.01.2025,4541,transfer,"8285,54", SEK
1000617,04.03.2025,3519,deposit,"1804,31", CZK
1000618,07.03.2025,4671,transfer,"7819,48", SEK
1000619,18.01.2025,1335,withdrawal,"258,95", PLN
1000620,23.01.2025,4358,deposit,"6838,84", PLN
1000621,12.02.2025,1144,deposit,"4997,00", ISK
1000622,09.02.2025,1719,withdrawal,"9289,84", SEK
1000623,11.01.2025,4338,deposit,"6426,87", CZK
1000624,19.01.2025,2205,deposit,"1047,39", ISK
1000625,18.01.2025,1444,withdrawal,"3001,68", PLN
1000626,18.02.2025,572,deposit,"739,98", TRY
1000627,08.01.2025,2749,deposit,"9504,59", JPY
1000628,09.02.2025,3713,withdrawal,"7898,34", JPY
1000629,07.03.2025,28,transfer,"9054,20", GBP
1000630,24.01.2025,3377,transfer,"7792,93", CZK
1000631,28.02.2025,4550,withdrawal,"810,40", AUD
1000632,14.01.2025,3689,deposit,"919,92", CHF
1000633,05.01.2025,2774,transfer,"0,19", ISK
1000634,17.02.2025,1346,withdrawal,"2713,67", NOK
1000635,26.02.2025,3942,withdrawal,"9835,93", TRY
1000636,02.03.2025,2948,withdrawal,"6765,54", RON
1000637,24.02.2025,2274,deposit,"5255,90", JPY
1000638,20.02.2025,4693,withdrawal,"5776,81", CHF
1000639,19.01.2025,4717,withdrawal,"6407,76", SEK
1000640,08.03.2025,3163,withdrawal,"2509,23", DKK
1000641,18.01.2025,2055,deposit,"6941,01", RON
1000642,06.03.2025,2249,transfer,"7313,20", SEK
1000643,14.01.2025,271,deposit,"264,15", HUF
1000644,06.03.2025,383,transfer,"1993,83", CZK
1000645,10.02.2025,4259,withdrawal,"7328,62", CZK
1000646,06.03.2025,1475,withdrawal,"890,98", CHF
1000647,02.03.2025,397,withdrawal,"6610,21", CZK
1000648,21.02.2025,4438,deposit,"3131,95", RON
1000649,03.01.2025,2114,deposit,"3910,98", GBP
1000650,05.03.2025,2436,transfer,"8272,53", HUF
1000651,04.01.2025,2261,transfer,"2582,69", SEK
1000652,06.01.2025,2532,transfer,"123,40", CZK
1000653,25.02.2025,1378,deposit,"8565,71", BGN
1000654,11.01.2025,1414,transfer,"3716,09", SEK
1000655,04.03.2025,2539,withdrawal,"2326,70", AUD
1000656,18.01.2025,256,deposit,"5480,96", JPY
1000657,06.01.2025,3951,deposit,"1556,74", GBP
1000658,12.01.2025,282,transfer,"8630,24", DKK
1000659,07.02.2025,3824,withdrawal,"3349,35", ISK
1000660,12.02.2025,251,deposit,"5797,31", JPY
1000661,24.01.2025,4272,transfer,"9565,52", ISK
1000662,03.03.2025,854,deposit,"7363,19", PLN
1000663,01.01.2025,94,deposit,"2514,69", PLN
1000664,25.02.2025,2695,transfer,"29,66", HUF
1000665,27.02.2025,4502,transfer,"9419,77", JPY
1000666,16.02.2025,3886,transfer,"5095,23", BGN
1000667,24.01.2025,2494,transfer,"8964,52", BGN
1000668,07.03.2025,2049,withdrawal,"9413,51", CHF
1000669,11.02.2025,3034,deposit,"2300,23", NOK
1000670,24.02.2025,4182,withdrawal,"2238,81", NOK
1000671,03.01.2025,2481,transfer,"1902,49", SEK
1000672,20.02.2025,107,withdrawal,"8105,70", BGN
1000673,07.03.2025,1958,withdrawal,"5829,32", GBP
1000674,13.01.2025,2241,deposit,"2846,61", HUF
1000675,15.01.2025,2665,withdrawal,"5342,63", CHF
1000676,16.01.2025,3336,withdrawal,"4907,04", BGN
1000677,09.03.2025,2411,withdrawal,"1196,09", ISK
1000678,09.03.2025,635,transfer,"1900,17", AUD
1000679,09.02.2025,3956,deposit,"6312,18", CHF
1000680,26.02.2025,1358,transfer,"4426,02", CZK
1000681,10.03.2025,3109,deposit,"6260,30", HUF
1000682,10.03.2025,1142,transfer,"3493,05", RON
1000683,13.02.2025,4936,withdrawal,"6048,80", ISK
1000684,07.02.2025,3816,withdrawal,"1111,18", JPY
1000685,20.02.2025,1451,transfer,"5440,91", AUD
1000686,06.02.2025,290,withdrawal,"295,34", HUF
1000687,08.02.2025,146,deposit,"1543,14", GBP
1000688,14.02.2025,4212,deposit,"2884,25", ISK
1000689,18.01.2025,3215,deposit,"8015,32", NOK
1000690,09.01.2025,2321,deposit,"8419,88", CZK
1000691,03.01.2025,4568,transfer,"8755,62", HUF
1000692,13.01.2025,2649,transfer,"4293,47", BGN
1000693,14.01.2025,3212,deposit,"3929,21", BGN
1000694,06.02.2025,2698,transfer,"2428,21", AUD
1000695,24.01.2025,2177,withdrawal,"3133,25", ISK
1000696,27.01.2025,1113,deposit,"2049,87", HUF
1000697,20.01.2025,2685,deposit,"2602,22", JPY
1000698,08.02.2025,2949,withdrawal,"7584,71", AUD
1000699,21.01.2025,4894,withdrawal,"732,04", HUF
1000700,09.02.2025,1063,deposit,"9526,96", GBP
1000701,31.01.2025,4217,deposit,"248,02", HUF
1000702,09.03.2025,358,deposit,"5356,05", BGN
1000703,22.02.2025,1187,deposit,"8145,83", NOK
1000704,24.01.2025,4201,withdrawal,"3767,00", PLN
1000705,27.01.2025,3987,deposit,"7633,26", ISK
1000706,02.02.2025,3944,deposit,"1163,82", GBP
1000707,21.02.2025,3108,transfer,"8294,04", TRY
1000708,16.02.2025,3312,transfer,"1568,52", PLN
1000709,01.03.2025,937,withdrawal,"8758,14", CHF
1000710,24.01.2025,2736,transfer,"7152,05", HUF
1000711,21.02.2025,3924,transfer,"217,32", NOK
1000712,02.01.2025,882,withdrawal,"7530,32", NOK
1000713,14.02.2025,1730,deposit,"3701,52", GBP
1000714,24.02.2025,525,deposit,"5612,70", TRY
1000715,29.01.2025,1955,transfer,"9980,89", PLN
1000716,12.02.2025,784,deposit,"1704,20", GBP
1000717,01.01.2025,2143,withdrawal,"4540,55", JPY
1000718,20.01.2025,2070,transfer,"2362,30", RON
1000719,02.01.2025,3964,withdrawal,"4349,60", TRY
1000720,01.02.2025,1987,withdrawal,"3620,58", CZK
1000721,10.01.2025,4882,transfer,"2770,45", RON
1000722,16.01.2025,618,deposit,"7210,26", CHF
1000723,26.01.2025,871,deposit,"6408,80", TRY
1000724,12.02.2025,3339,deposit,"6135,50", CHF
1000725,02.03.2025,2082,transfer,"7660,51", RON
1000726,04.01.2025,2995,withdrawal,"9022,37", ISK
1000727,28.01.2025,775,withdrawal,"586,68", CHF
1000728,24.02.2025,2582,withdrawal,"435,80", CZK
1000729,01.01.2025,2729,transfer,"8137,32", BGN
1000730,13.01.2025,1025,withdrawal,"7332,76", BGN
1000731,09.03.2025,2918,withdrawal,"6489,16", HUF
1000732,19.01.2025,1237,deposit,"9864,66", PLN
1000733,10.01.2025,3866,withdrawal,"1785,21", CHF
1000734,08.01.2025,1951,deposit,"6103,27", DKK
1000735,29.01.2025,4910,transfer,"3588,17", AUD
1000736,12.02.2025,711,transfer,"3743,70", ISK
1000737,05.02.2025,2247,deposit,"926,81", BGN
1000738,01.02.2025,2022,transfer,"9682,50", CZK
1000739,19.02.2025,1681,withdrawal,"8648,06", BGN
1000740,28.01.2025,4571,transfer,"9034,82", CZK
1000741,22.01.2025,2545,deposit,"6559,44", CHF
1000742,25.01.2025,4150,withdrawal,"8843,78", JPY
1000743,11.01.2025,2807,transfer,"5944,37", ISK
1000744,24.01.2025,4276,withdrawal,"3832,58", RON
1000745,19.01.2025,2301,transfer,"9298,83", PLN
1000746,04.01.2025,3665,transfer,"7483,21", JPY
1000747,01.01.2025,1429,withdrawal,"5066,55", DKK
1000748,18.01.2025,2769,deposit,"5908,01", ISK
1000749,04.01.2025,2591,transfer,"2823,99", CZK
1000750,16.02.2025,2946,transfer,"3021,45", RON
1000751,19.01.2025,591,transfer,"4093,77", CZK
1000752,24.01.2025,3163,withdrawal,"5270,58", JPY
1000753,28.01.2025,3820,deposit,"6788,90", CHF
1000754,05.01.2025,1183,transfer,"2887,32", JPY
1000755,03.02.2025,1676,transfer,"8501,88", CHF
1000756,15.01.2025,442,withdrawal,"1529,11", NOK
1000757,07.03.2025,4711,deposit,"4390,73", CZK
1000758,09.03.2025,3047,withdrawal,"2871,64", NOK
1000759,15.02.2025,4722,transfer,"1349,56", RON
1000760,01.02.2025,1001,deposit,"1516,80", PLN
1000761,11.02.2025,4045,deposit,"6993,33", CZK
1000762,30.01.2025,1210,withdrawal,"61,20", HUF
1000763,15.01.2025,387,withdrawal,"1117,01", AUD
1000764,14.01.2025,4881,transfer,"7956,03", HUF
1000765,29.01.2025,1916,withdrawal,"6851,76", TRY
1000766,10.02.2025,79,transfer,"9899,14", ISK
1000767,22.01.2025,2074,transfer,"8458,63", TRY
1000768,11.02.2025,3307,withdrawal,"4755,26", JPY
1000769,17.01.2025,1539,deposit,"2487,70", RON
1000770,19.01.2025,4823,transfer,"3127,54", HUF
1000771,06.01.2025,3771,transfer,"6000,68", AUD
1000772,04.03.2025,1887,deposit,"8725,73", JPY
1000773,15.01.2025,445,deposit,"8243,31", ISK
1000774,10.03.2025,3601,withdrawal,"8562,58", GBP
1000775,06.01.2025,3508,deposit,"5962,12", AUD
1000776,01.03.2025,1943,deposit,"5434,27", DKK
1000777,19.01.2025,3164,deposit,"600,58", SEK
1000778,13.01.2025,123,withdrawal,"9736,26", RON
1000779,01.03.2025,2182,deposit,"9280,43", DKK
1000780,04.02.2025,4065,deposit,"8479,29", JPY
1000781,22.02.2025,1573,deposit,"1677,61", PLN
1000782,23.01.2025,875,deposit,"4159,48", NOK
1000783,09.01.2025,780,withdrawal,"9887,41", NOK
1000784,07.01.2025,401,withdrawal,"2514,95", BGN
1000785,08.02.2025,4779,withdrawal,"654,02", RON
1000786,14.01.2025,311,withdrawal,"5058,39", DKK
1000787,04.01.2025,4506,transfer,"7033,53", NOK
1000788,06.02.2025,84,withdrawal,"253,21", HUF
1000789,02.02.2025,4862,deposit,"9935,35", PLN
1000790,11.01.2025,3150,withdrawal,"3542,78", AUD
1000791,06.01.2025,4623,deposit,"4126,28", SEK
1000792,26.01.2025,4899,transfer,"3663,02", RON
1000793,30.01.2025,3241,transfer,"8434,28", ISK
1000794,06.01.2025,3161,transfer,"1810,51", GBP
1000795,17.01.2025,2759,withdrawal,"2103,14", GBP
1000796,04.01.2025,3950,transfer,"4242,00", CHF
1000797,17.02.2025,2648,deposit,"411,07", HUF
1000798,28.02.2025,182,deposit,"8597,70", TRY
1000799,01.02.2025,90,deposit,"6266,02", PLN
1000800,03.02.2025,243,withdrawal,"8600,39", AUD
1000801,10.01.2025,856,withdrawal,"2111,39", CZK
1000802,04.03.2025,3955,withdrawal,"4808,72", GBP
1000803,14.01.2025,4762,withdrawal,"3584,61", GBP
1000804,26.01.2025,4861,transfer,"3524,51", HUF
1000805,01.02.2025,2422,transfer,"7087,71", SEK
1000806,13.01.2025,2775,transfer,"5051,41", TRY
1000807,29.01.2025,4144,transfer,"4920,09", HUF
1000808,08.02.2025,2903,withdrawal,"5290,87", BGN
1000809,03.01.2025,2143,withdrawal,"5992,80", AUD
1000810,09.01.2025,3492,transfer,"8441,60", DKK
1000811,07.02.2025,659,deposit,"5838,54", CZK
1000812,15.01.2025,4322,deposit,"2712,67", BGN
1000813,06.02.2025,110,deposit,"2963,31", RON
1000814,04.02.2025,3304,deposit,"2052,44", DKK
1000815,17.02.2025,3912,withdrawal,"8337,08", PLN
1000816,08.01.2025,2354,withdrawal,"2014,37", GBP
1000817,08.01.2025,915,transfer,"5243,37", PLN
1000818,03.01.2025,2564,transfer,"5965,48", RON
1000819,18.02.2025,4628,withdrawal,"6282,46", ISK
1000820,10.03.2025,2962,deposit,"3921,81", RON
1000821,08.03.2025,153,transfer,"2371,71", BGN
1000822,19.01.2025,883,deposit,"534,55", ISK
1000823,07.01.2025,284,deposit,"4043,89", PLN
1000824,15.02.2025,3309,transfer,"9590,80", BGN
1000825,06.03.2025,1724,deposit,"6833,20", CZK
1000826,07.03.2025,3984,transfer,"1239,29", CZK
1000827,24.01.2025,4390,withdrawal,"568,97", PLN
1000828,12.02.2025,3669,deposit,"4842,50", NOK
1000829,19.02.2025,4261,withdrawal,"3364,20", ISK
1000830,06.03.2025,1770,transfer,"6158,65", GBP
1000831,08.03.2025,2986,transfer,"8115,19", TRY
1000832,04.03.2025,2262,transfer,"1515,59", CZK
1000833,08.01.2025,2971,deposit,"3002,04", CHF
1000834,02.02.2025,1941,withdrawal,"6229,27", NOK
1000835,19.01.2025,2452,deposit,"3208,43", NOK
1000836,02.01.2025,665,withdrawal,"1661,65", AUD
1000837,12.02.2025,948,deposit,"1069,16", TRY
1000838,13.01.2025,394,deposit,"579,83", AUD
1000839,27.01.2025,4085,deposit,"1286,47", DKK
1000840,12.02.2025,2822,transfer,"8573,36", TRY
1000841,06.03.2025,989,transfer,"7924,91", CZK
1000842,27.01.2025,1855,withdrawal,"8559,52", RON
1000843,22.01.2025,1820,deposit,"1676,31", AUD
1000844,02.02.2025,1631,deposit,"4497,48", AUD
1000845,07.02.2025,2666,withdrawal,"5699,58", SEK
1000846,14.01.2025,3247,transfer,"8673,88", NOK
1000847,24.01.2025,3757,deposit,"3784,17", PLN
1000848,27.02.2025,4426,deposit,"6947,83", SEK
1000849,03.02.2025,4617,withdrawal,"8863,15", PLN
1000850,08.03.2025,596,deposit,"6275,74", NOK
1000851,11.02.2025,1644,withdrawal,"2460,31", AUD
1000852,13.02.2025,4963,transfer,"945,63", TRY
1000853,07.03.2025,492,withdrawal,"5566,73", DKK
1000854,08.01.2025,4685,deposit,"1037,72", CHF
1000855,28.01.2025,4611,withdrawal,"8366,76", RON
1000856,29.01.2025,1398,deposit,"2561,96", CZK
1000857,08.01.2025,2838,withdrawal,"7157,70", TRY
1000858,03.01.2025,4469,withdrawal,"9180,83", RON
1000859,17.01.2025,2128,transfer,"9112,77", HUF
1000860,10.01.2025,1190,withdrawal,"2950,53", CZK
1000861,01.02.2025,1550,withdrawal,"9464,04", JPY
1000862,05.02.2025,4542,transfer,"557,97", HUF
1000863,07.01.2025,4290,deposit,"4895,69", CHF
1000864,27.01.2025,5000,deposit,"9440,59", TRY
1000865,08.01.2025,2206,transfer,"2906,92", RON
1000866,03.02.2025,4998,deposit,"8884,03", ISK
1000867,03.03.2025,1051,withdrawal,"817,44", DKK
1000868,16.02.2025,2432,withdrawal,"1549,77", PLN
1000869,04.03.2025,4577,deposit,"2849,04", ISK
1000870,21.02.2025,69,withdrawal,"2857,71", CHF
1000871,19.01.2025,49,transfer,"6881,23", SEK
1000872,14.02.2025,2875,deposit,"3793,35", HUF
1000873,24.01.2025,4624,withdrawal,"9166,94", ISK
1000874,01.01.2025,4755,withdrawal,"795,12", CZK
1000875,27.01.2025,4957,deposit,"7636,02", CHF
1000876,23.01.2025,4063,withdrawal,"7038,73", TRY
1000877,23.02.2025,3804,transfer,"8692,69", CHF
1000878,07.02.2025,4970,deposit,"2097,35", RON
1000879,20.02.2025,4323,withdrawal,"9125,79", PLN
1000880,20.01.2025,4650,deposit,"8299,77", NOK
1000881,21.02.2025,34,deposit,"2119,95", CHF
1000882,17.02.2025,3096,deposit,"3136,55", TRY
1000883,25.01.2025,1985,deposit,"3460,36", CZK
1000884,22.01.2025,914,transfer,"9064,47", TRY
1000885,13.01.2025,4884,transfer,"5550,65", NOK
1000886,19.01.2025,1376,withdrawal,"5293,78", CHF
1000887,12.01.2025,4867,transfer,"6790,48", ISK
1000888,03.03.2025,3302,deposit,"8955,26", BGN
1000889,14.02.2025,3301,deposit,"4964,78", GBP
1000890,08.01.2025,244,transfer,"7896,92", ISK
1000891,01.01.2025,1319,deposit,"9735,42", AUD
1000892,11.01.2025,2894,withdrawal,"5670,49", ISK
1000893,26.01.2025,4401,withdrawal,"6368,42", AUD
1000894,05.03.2025,1059,withdrawal,"3241,26", PLN
1000895,18.01.2025,515,transfer,"7024,00", PLN
1000896,18.02.2025,1819,transfer,"6922,58", AUD
1000897,31.01.2025,2950,transfer,"3119,24", CZK
1000898,07.01.2025,158,deposit,"1396,37", PLN
1000899,10.01.2025,3096,deposit,"7173,63", HUF
1000900,28.01.2025,2338,withdrawal,"8276,12", PLN
1000901,03.01.2025,3971,transfer,"5422,54", RON
1000902,27.01.2025,3311,withdrawal,"9103,55", AUD
1000903,13.02.2025,3793,withdrawal,"4394,61", AUD
1000904,24.01.2025,3617,deposit,"3516,75", RON
1000905,10.01.2025,358,transfer,"4610,04", JPY
1000906,10.03.2025,4573,deposit,"9373,14", JPY
1000907,27.02.2025,4135,transfer,"9461,72", AUD
1000908,18.01.2025,3626,deposit,"2394,72", GBP
1000909,25.01.2025,1419,deposit,"3705,63", JPY
1000910,18.02.2025,477,withdrawal,"7179,38", AUD
1000911,02.03.2025,297,transfer,"6480,36", JPY
1000912,01.03.2025,4858,withdrawal,"6654,68", SEK
1000913,17.02.2025,4707,transfer,"3363,90", TRY
1000914,03.03.2025,4322,deposit,"6420,37", BGN
1000915,29.01.2025,3822,deposit,"9967,36", GBP
1000916,05.02.2025,3120,withdrawal,"1311,88", CHF
1000917,28.01.2025,429,withdrawal,"9368,87", CZK
1000918,25.02.2025,3639,deposit,"8933,76", AUD
1000919,21.02.2025,592,deposit,"5154,10", BGN
1000920,25.02.2025,1655,deposit,"5824,72", CHF
1000921,15.01.2025,934,transfer,"8772,75", ISK
1000922,09.02.2025,920,withdrawal,"695,14", CZK
1000923,04.01.2025,1500,transfer,"2578,06", BGN
1000924,09.02.2025,3483,transfer,"4983,49", GBP
1000925,02.03.2025,1736,deposit,"558,94", HUF
1000926,18.01.2025,1872,deposit,"4957,87", AUD
1000927,26.01.2025,3708,deposit,"5153,01", TRY
1000928,29.01.2025,1333,withdrawal,"5972,92", SEK
1000929,08.01.2025,785,withdrawal,"4118,40", CZK
1000930,09.03.2025,3846,deposit,"1160,08", PLN
1000931,11.01.2025,1295,transfer,"8143,82", BGN
1000932,09.03.2025,1087,withdrawal,"1192,01", JPY
1000933,05.01.2025,3587,transfer,"585,59", RON
1000934,21.01.2025,2937,deposit,"8145,49", SEK
1000935,12.02.2025,4301,withdrawal,"7065,07", ISK
